,g,C,ERR
683,0.2,8400,0.2285714285714285
684,0.28,8400,0.2285714285714285
685,0.46,8400,0.2285714285714285
686,0.59,8400,0.2285714285714285
687,0.27,8600,0.2285714285714285
688,0.41,8600,0.2285714285714285
689,0.11,8800,0.2285714285714285
690,0.16,8800,0.2285714285714285
691,0.22,8800,0.2285714285714285
692,0.49,8800,0.2285714285714285
693,0.55,8800,0.2285714285714285
694,1.29,8800,0.2285714285714285
695,0.18,9000,0.2285714285714285
696,0.22,9000,0.2285714285714285
697,0.31,9000,0.2285714285714285
698,0.65,9000,0.2285714285714285
699,0.15,9200,0.2285714285714285
700,0.18,9200,0.2285714285714285
701,0.24,9200,0.2285714285714285
702,0.44,9200,0.2285714285714285
703,0.59,9200,0.2285714285714285
704,0.61,9200,0.2285714285714285
705,1.05,9200,0.2285714285714285
706,0.18,9400,0.2285714285714285
707,0.15,9600,0.2285714285714285
708,0.28,9600,0.2285714285714285
709,0.13,9800,0.2285714285714285
710,0.21,9800,0.2285714285714285
711,0.56,9800,0.2285714285714285
712,0.6,9800,0.2285714285714285
713,1.49,9800,0.2285714285714285
714,0.17,10200,0.2285714285714285
715,0.17,10400,0.2285714285714285
716,0.46,10400,0.2285714285714285
717,0.55,10400,0.2285714285714285
718,0.59,10400,0.2285714285714285
719,1.45,10400,0.2285714285714285
720,0.12,10600,0.2285714285714285
721,0.14,10600,0.2285714285714285
722,0.22,10600,0.2285714285714285
723,0.26,10600,0.2285714285714285
724,0.6,10600,0.2285714285714285
725,1.0,10600,0.2285714285714285
726,0.15,10800,0.2285714285714285
727,0.43,10800,0.2285714285714285
728,1.41,10800,0.2285714285714285
729,0.1,11000,0.2285714285714285
730,1.3,11000,0.2285714285714285
731,0.11,11200,0.2285714285714285
732,0.15,11200,0.2285714285714285
733,0.21,11200,0.2285714285714285
734,0.22,11200,0.2285714285714285
735,0.23,11200,0.2285714285714285
736,0.28,11200,0.2285714285714285
737,0.79,11200,0.2285714285714285
738,1.18,11200,0.2285714285714285
739,1.33,11200,0.2285714285714285
740,1.48,11200,0.2285714285714285
741,0.06,11400,0.2285714285714285
742,0.12,11400,0.2285714285714285
743,0.17,11400,0.2285714285714285
744,0.21,11400,0.2285714285714285
745,0.27,11400,0.2285714285714285
746,0.43,11400,0.2285714285714285
747,0.56,11400,0.2285714285714285
748,0.58,11400,0.2285714285714285
749,0.12,11600,0.2285714285714285
750,0.18,11600,0.2285714285714285
751,0.3,11600,0.2285714285714285
752,0.55,11600,0.2285714285714285
753,0.78,11600,0.2285714285714285
754,0.07,11800,0.2285714285714285
755,0.13,11800,0.2285714285714285
756,0.29,11800,0.2285714285714285
757,0.11,12000,0.2285714285714285
758,0.14,12000,0.2285714285714285
759,0.16,12000,0.2285714285714285
760,0.27,12000,0.2285714285714285
761,0.62,12000,0.2285714285714285
762,0.08,12200,0.2285714285714285
763,0.13,12200,0.2285714285714285
764,0.15,12200,0.2285714285714285
765,0.18,12200,0.2285714285714285
766,0.37,12200,0.2285714285714285
767,0.99,12200,0.2285714285714285
768,1.45,12200,0.2285714285714285
769,1.49,12200,0.2285714285714285
770,0.02,12400,0.2285714285714285
771,0.17,12400,0.2285714285714285
772,0.19,12400,0.2285714285714285
773,0.24,12400,0.2285714285714285
774,0.51,12400,0.2285714285714285
775,0.69,12400,0.2285714285714285
776,1.03,12400,0.2285714285714285
777,0.2,12600,0.2285714285714285
778,0.33,12600,0.2285714285714285
779,0.12,12800,0.2285714285714285
780,0.15,12800,0.2285714285714285
